1x_ref,2y_ref,3rho
0.0,0.0,0
1.0,0.0,0
2.0,0.0,0
3.0,0.0,0
4.0,0.0,0
5.0,0.0,0
6.0,0.0,0
7.0,0.0,0
8.0,0.0,0
9.0,0.0,0
10.0,0.0,0
10.000000000000002,0.0,0.05
10.17453070996748,0.0007615387165742504,0.05
10.349048128745672,0.0030460968721754966,0.05
10.523538966157464,0.006853500488855246,0.05
10.697989934050021,0.01218345961808609,0.05
10.872387747306721,0.019035568362845368,0.05
11.046719124858878,0.02740930490852378,0.05
11.22097079069714,0.03730403156266249,0.05
11.395129474882507,0.04871899480351516,0.05
11.5691819145569,0.061653325337442055,0.05
11.743114854953165,0.07610603816508998,0.05
11.91691505040448,0.09207603265642206,0.05
12.090569265353071,0.10956209263453331,0.05
12.264064275358136,0.1285628864682522,0.05
12.437386868102951,0.1490769671735599,0.05
12.610523844401033,0.1711027725237919,0.05
12.783462019201309,0.19463862516859365,0.05
12.956188222592214,0.21968273276166173,0.05
13.128689300804618,0.24623318809724282,0.05
13.300952117213555,0.27428796925537213,0.05
13.472963553338609,0.3038449397558409,0.05
13.644710509842952,0.3349018487209072,0.05
13.816179907530898,0.3674563310467214,0.05
13.987358688343946,0.40150590758340954,0.05
14.158233816355189,0.4370479853238862,0.05
14.328792278762059,0.47407985760133187,0.05
14.4990210868773,0.5125987042952964,0.05
14.668907277118109,0.552601592046468,0.05
14.838437911993356,0.594085474480071,0.05
15.00760008108883,0.6370471924378442,0.05
15.176380902050415,0.6814834742186342,0.05
15.344767521565139,0.7273909358275397,0.05
15.512747116339984,0.7747660812336221,0.05
15.680306894078454,0.823605302636139,0.05
15.847434094454737,0.8739048807392926,0.05
16.014115990085465,0.92566098503546,0.05
16.18033988749895,0.9788696740969307,0.05
16.346093128101842,1.0335268958760153,0.05
16.511363089143135,1.0896284880136626,0.05
16.67613718467542,1.1471701781564327,0.05
16.840402866513376,1.2061475842818297,0.05
17.00414762518935,1.2665562150320469,0.05
17.167358990906006,1.3283914700559656,0.05
17.330024534485947,1.3916486403595094,0.05
17.49213186831824,1.4563229086642515,0.05
17.653668647301796,1.5224093497742643,0.05
17.814622569785477,1.5899029309511938,0.05
17.974981378504925,1.658798512297519,0.05
18.134732861516007,1.7290908471479831,0.05
18.29386485312478,1.8007745824691348,0.05
18.45236523481399,1.8738442592670026,0.05
18.610221936165907,1.948294313002787,0.05
18.76742293578155,2.02411907401666,0.05
18.923956262196178,2.1013127679594987,0.05
19.079809994790935,2.1798695162326425,0.05
19.23497226470068,2.2597833364355644,0.05
19.389431255717817,2.3410481428214602,0.05
19.54317520519217,2.423657746760693,0.05
19.69619240492674,2.5076058572120843,0.05
19.848471202069344,2.592886081202007,0.05
20.0,2.6794919243112254,0.05
20.150767259214085,2.7674167911694845,0.05
20.300761498201084,2.8566539859577524,0.05
20.449971294318978,2.9471967129181564,0.05
20.598385284664097,3.0390380768714813,0.05
20.74599216693648,3.1321710837422856,0.05
20.89278070030054,3.226588641091517,0.05
21.038739706241167,3.322283558656636,0.05
21.18385806941494,3.4192485488991693,0.05
21.32812473849666,3.517476227559687,0.05
21.471528727020925,3.6169591142201654,0.05
21.614059114218797,3.717689632873615,0.05
21.755705045849467,3.819660112501051,0.05
21.896455735026827,3.922862787655653,0.05
22.036300463040966,4.027289799054143,0.05
22.175228580174412,4.132933194175298,0.05
22.313229506513167,4.239784927865562,0.05
22.450292732752395,4.347836862951722,0.05
22.586407820996747,4.457080770860582,0.05
22.72156440555528,4.5675083322456,0.05
22.855752193730787,4.67911113762044,0.05
22.988960966603678,4.791880687999381,0.05
23.121180579810147,4.905808395544559,0.05
23.252400964314752,5.020885584219956,0.05
23.38261212717717,5.137103490452116,0.05
23.511804152313207,5.2544532637975205,0.05
23.639967201249974,5.372925967616592,0.05
23.76709151387508,5.492512579754248,0.05
23.893167409179945,5.613203993226977,0.05
24.018185285997017,5.734991016916368,0.05
24.14213562373095,5.857864376269049,0.05
24.265008983083632,5.981814714002983,0.05
24.38679600677302,6.106832590820055,0.05
24.507487420245752,6.232908486124922,0.05
24.62707403238341,6.360032798750032,0.05
24.74554673620248,6.4881958476867965,0.05
24.862896509547884,6.617387872822837,0.05
24.979114415780042,6.747599035685251,0.05
25.09419160445544,6.878819420189856,0.05
25.20811931200062,7.011039033396328,0.05
25.32088886237956,7.144247806269215,0.05
25.432491667754398,7.278435594444723,0.05
25.542919229139418,7.413592179003251,0.05
25.652163137048277,7.54970726724761,0.05
25.76021507213444,7.686770493486836,0.05
25.867066805824702,7.8247714198255895,0.05
25.972710200945855,7.963699536959034,0.05
26.077137212344347,8.103544264973175,0.05
26.18033988749895,8.244294954150538,0.05
26.282310367126385,8.385940885781206,0.05
26.383040885779835,8.528471272979079,0.05
26.482523772440313,8.671875261503345,0.05
26.580751451100834,8.816141930585067,0.05
26.677716441343364,8.961260293758839,0.05
26.773411358908483,9.10721929969946,0.05
26.867828916257714,9.254007833063524,0.05
26.96096192312852,9.401614715335905,0.05
27.052803287081844,9.550028705681024,0.05
27.143346014042248,9.699238501798918,0.05
27.232583208830516,9.849232740785917,0.05
27.32050807568877,10.0,0.05
27.407113918797993,10.15152879793066,0.05
27.492394142787916,10.303807595073259,0.05
27.576342253239307,10.456824794807833,0.05
27.658951857178536,10.610568744282185,0.05
27.740216663564436,10.765027735299325,0.05
27.820130483767358,10.920190005209065,0.05
27.8986872320405,11.076043737803827,0.05
27.97588092598334,11.232577064218452,0.05
28.05170568699721,11.389778063834097,0.05
28.126155740732997,11.547634765186013,0.05
28.199225417530865,11.70613514687522,0.05
28.270909152852017,11.865267138483997,0.05
28.34120148770248,12.025018621495075,0.05
28.410097069048806,12.185377430214526,0.05
28.477590650225736,12.346331352698204,0.05
28.54367709133575,12.50786813168176,0.05
28.60835135964049,12.669975465514053,0.05
28.671608529944034,12.832641009093994,0.05
28.733443784967953,12.995852374810653,0.05
28.793852415718167,13.159597133486624,0.05
28.852829821843567,13.323862815324581,0.05
28.910371511986334,13.488636910856865,0.05
28.966473104123985,13.653906871898158,0.05
29.02113032590307,13.819660112501051,0.05
29.07433901496454,13.985884009914539,0.05
29.126095119260707,14.152565905545266,0.05
29.17639469736386,14.319693105921544,0.05
29.225233918766378,14.487252883660016,0.05
29.27260906417246,14.655232478434861,0.05
29.318516525781366,14.823619097949585,0.05
29.362952807562156,14.992399918911172,0.05
29.40591452551993,15.161562088006647,0.05
29.447398407953532,15.331092722881891,0.05
29.487401295704704,15.500978913122701,0.05
29.525920142398668,15.671207721237941,0.05
29.56295201467611,15.841766183644811,0.05
29.59849409241659,16.012641311656054,0.05
29.63254366895328,16.1838200924691,0.05
29.665098151279093,16.355289490157052,0.05
29.69615506024416,16.52703644666139,0.05
29.725712030744628,16.69904788278645,0.05
29.753766811902757,16.87131069919538,0.05
29.78031726723834,17.04381177740779,0.05
29.805361374831406,17.21653798079869,0.05
29.828897227476208,17.389476155598967,0.05
29.85092303282644,17.562613131897052,0.05
29.871437113531748,17.735935724641863,0.05
29.890437907365467,17.909430734646932,0.05
29.907923967343574,18.08308494959552,0.05
29.92389396183491,18.256885145046837,0.05
29.938346674662558,18.4308180854431,0.05
29.951281005196485,18.604870525117494,0.05
29.962695968437338,18.779029209302863,0.05
29.972590695091476,18.95328087514112,0.05
29.980964431637155,19.12761225269328,0.05
29.987816540381914,19.30201006594998,0.05
29.993146499511145,19.476461033842536,0.05
29.996953903127825,19.65095187125433,0.05
29.999238461283426,19.825469290032522,0.05
30.0,20.0,0.05
30.000761538716574,20.174530709967474,-0.05
30.003046096872175,20.34904812874567,-0.05
30.00685350048886,20.523538966157464,-0.05
30.012183459618086,20.697989934050018,-0.05
30.019035568362845,20.872387747306718,-0.05
30.027409304908524,21.04671912485887,-0.05
30.037304031562662,21.220970790697137,-0.05
30.048718994803515,21.395129474882506,-0.05
30.061653325337446,21.569181914556896,-0.05
30.076106038165094,21.74311485495316,-0.05
30.092076032656422,21.916915050404484,-0.05
30.109562092634533,22.09056926535307,-0.05
30.128562886468252,22.264064275358134,-0.05
30.149076967173556,22.437386868102948,-0.05
30.17110277252379,22.610523844401026,-0.05
30.194638625168594,22.78346201920131,-0.05
30.21968273276166,22.95618822259221,-0.05
30.246233188097243,23.128689300804616,-0.05
30.27428796925537,23.300952117213548,-0.05
30.30384493975584,23.47296355333861,-0.05
30.334901848720904,23.644710509842948,-0.05
30.367456331046725,23.816179907530895,-0.05
30.401505907583406,23.98735868834394,-0.05
30.437047985323886,24.158233816355192,-0.05
30.474079857601332,24.32879227876206,-0.05
30.5125987042953,24.4990210868773,-0.05
30.55260159204647,24.668907277118105,-0.05
30.594085474480067,24.83843791199335,-0.05
30.637047192437848,25.00760008108883,-0.05
30.681483474218638,25.176380902050415,-0.05
30.727390935827543,25.344767521565135,-0.05
30.774766081233622,25.51274711633998,-0.05
30.82360530263614,25.680306894078456,-0.05
30.87390488073929,25.847434094454734,-0.05
30.925660985035464,26.01411599008546,-0.05
30.978869674096927,26.180339887498945,-0.05
31.033526895876008,26.34609312810184,-0.05
31.089628488013666,26.511363089143135,-0.05
31.14717017815643,26.67613718467542,-0.05
31.20614758428183,26.840402866513372,-0.05
31.266556215032047,27.004147625189347,-0.05
31.328391470055962,27.16735899090601,-0.05
31.391648640359506,27.330024534485947,-0.05
31.456322908664248,27.49213186831824,-0.05
31.522409349774264,27.653668647301792,-0.05
31.589902930951197,27.81462256978547,-0.05
31.658798512297523,27.97498137850493,-0.05
31.729090847147987,28.134732861516007,-0.05
31.80077458246913,28.29386485312478,-0.05
31.873844259267003,28.452365234813985,-0.05
31.94829431300279,28.610221936165907,-0.05
32.02411907401666,28.76742293578155,-0.05
32.1013127679595,28.923956262196175,-0.05
32.17986951623264,29.079809994790935,-0.05
32.25978333643556,29.234972264700673,-0.05
32.341048142821464,29.389431255717817,-0.05
32.423657746760696,29.54317520519217,-0.05
32.507605857212084,29.69619240492674,-0.05
32.592886081202,29.84847120206934,-0.05
32.67949192431123,30.0,-0.05
32.76741679116948,30.150767259214085,-0.05
32.85665398595775,30.300761498201084,-0.05
32.947196712918156,30.449971294318974,-0.05
33.03903807687148,30.598385284664097,-0.05
33.13217108374229,30.745992166936478,-0.05
33.22658864109152,30.89278070030054,-0.05
33.322283558656636,31.038739706241163,-0.05
33.41924854889916,31.18385806941493,-0.05
33.51747622755968,31.32812473849666,-0.05
33.616959114220165,31.471528727020925,-0.05
33.717689632873615,31.614059114218797,-0.05
33.81966011250105,31.75570504584946,-0.05
33.922862787655646,31.896455735026823,-0.05
34.027289799054145,32.036300463040966,-0.05
34.132933194175294,32.17522858017441,-0.05
34.23978492786556,32.31322950651317,-0.05
34.34783686295172,32.45029273275239,-0.05
34.457080770860586,32.586407820996754,-0.05
34.5675083322456,32.72156440555528,-0.05
34.67911113762044,32.85575219373079,-0.05
34.79188068799938,32.98896096660367,-0.05
34.905808395544554,33.121180579810144,-0.05
35.020885584219954,33.25240096431475,-0.05
35.13710349045212,33.38261212717717,-0.05
35.254453263797515,33.5118041523132,-0.05
35.37292596761659,33.639967201249966,-0.05
35.49251257975425,33.76709151387509,-0.05
35.613203993226975,33.893167409179945,-0.05
35.73499101691637,34.01818528599702,-0.05
35.85786437626905,34.14213562373095,-0.05
35.98181471400298,34.265008983083625,-0.05
36.106832590820055,34.386796006773025,-0.05
36.23290848612492,34.50748742024575,-0.05
36.36003279875003,34.627074032383405,-0.05
36.4881958476868,34.74554673620248,-0.05
36.61738787282284,34.86289650954789,-0.05
36.74759903568525,34.979114415780046,-0.05
36.878819420189856,35.09419160445544,-0.05
37.01103903339633,35.20811931200062,-0.05
37.144247806269206,35.32088886237956,-0.05
37.27843559444472,35.4324916677544,-0.05
37.413592179003246,35.542919229139414,-0.05
37.549707267247605,35.65216313704828,-0.05
37.68677049348684,35.76021507213444,-0.05
37.82477141982558,35.8670668058247,-0.05
37.963699536959034,35.972710200945855,-0.05
38.103544264973166,36.07713721234434,-0.05
38.24429495415053,36.180339887498945,-0.05
38.38594088578121,36.282310367126385,-0.05
38.528471272979075,36.383040885779835,-0.05
38.671875261503345,36.48252377244032,-0.05
38.81614193058507,36.58075145110084,-0.05
38.96126029375883,36.677716441343364,-0.05
39.10721929969946,36.77341135890848,-0.05
39.25400783306351,36.86782891625771,-0.05
39.401614715335896,36.96096192312852,-0.05
39.55002870568103,37.052803287081844,-0.05
39.69923850179891,37.143346014042244,-0.05
39.84923274078592,37.23258320883052,-0.05
39.99999999999999,37.320508075688764,-0.05
40.15152879793065,37.40711391879799,-0.05
40.303807595073266,37.492394142787916,-0.05
40.45682479480783,37.576342253239304,-0.05
40.61056874428218,37.658951857178536,-0.05
40.76502773529931,37.740216663564425,-0.05
40.920190005209065,37.82013048376736,-0.05
41.07604373780383,37.8986872320405,-0.05
41.23257706421845,37.97588092598333,-0.05
41.3897780638341,38.05170568699721,-0.05
41.54763476518602,38.126155740733,-0.05
41.70613514687521,38.19922541753086,-0.05
41.865267138484,38.27090915285202,-0.05
42.025018621495065,38.34120148770248,-0.05
42.18537743021452,38.4100970690488,-0.05
42.34633135269821,38.477590650225736,-0.05
42.507868131681754,38.543677091335745,-0.05
42.66997546551406,38.608351359640494,-0.05
42.83264100909399,38.67160852994403,-0.05
42.995852374810646,38.73344378496795,-0.05
43.15959713348663,38.79385241571817,-0.05
43.323862815324574,38.85282982184357,-0.05
43.48863691085687,38.91037151198634,-0.05
43.653906871898144,38.966473104123985,-0.05
43.81966011250105,39.02113032590307,-0.05
43.98588400991454,39.074339014964536,-0.05
44.15256590554526,39.12609511926071,-0.05
44.319693105921544,39.17639469736386,-0.05
44.48725288366002,39.22523391876638,-0.05
44.655232478434854,39.27260906417246,-0.05
44.82361909794959,39.31851652578136,-0.05
44.99239991891116,39.36295280756215,-0.05
45.16156208800665,39.40591452551993,-0.05
45.3310927228819,39.44739840795353,-0.05
45.500978913122694,39.4874012957047,-0.05
45.67120772123795,39.52592014239867,-0.05
45.84176618364481,39.562952014676114,-0.05
46.012641311656054,39.59849409241659,-0.05
46.183820092469105,39.632543668953275,-0.05
46.35528949015705,39.66509815127909,-0.05
46.5270364466614,39.69615506024416,-0.05
46.69904788278645,39.72571203074463,-0.05
46.87131069919538,39.75376681190275,-0.05
47.04381177740779,39.78031726723834,-0.05
47.216537980798684,39.805361374831406,-0.05
47.38947615559897,39.828897227476205,-0.05
47.56261313189705,39.850923032826444,-0.05
47.73593572464186,39.87143711353175,-0.05
47.90943073464693,39.89043790736547,-0.05
48.083084949595516,39.90792396734358,-0.05
48.25688514504684,39.92389396183491,-0.05
48.43081808544311,39.938346674662554,-0.05
48.60487052511749,39.951281005196485,-0.05
